의안번호,대수,법률안명,제안자,대표발의자,공동발의자,상세페이지,소관위원회,제안일,처리상태,제안자목록링크
2107220,21,사회적기업 육성법 일부개정법률안,강득구의원등14인,강득구,"강민정,권인숙,김민석,김승원,김철민,민병덕,소병훈,이광재,이성만,이용빈,진선미,홍성국,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2O0C1V2D2F4H1Z4B4E0E5L9I5Z3A2&ageFrom=21&ageTo=21,환경노동위원회,2021-01-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2O0C1V2D2F4H1Z4B4E0E5L9I5Z3A2
2107218,21,검사징계법 일부개정법률안,송언석의원 등 10인,송언석,"곽상도,구자근,김성원,김은혜,김정재,박덕흠,정희용,태영호,허은아",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2H1A0O1P0W7H1Z5D0X1Z5X6N1W1A5&ageFrom=21&ageTo=21,법제사법위원회,2021-01-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2H1A0O1P0W7H1Z5D0X1Z5X6N1W1A5
2107217,21,국회법 일부개정법률안,윤재옥의원 등 10인,윤재옥,"김승수,양금희,윤두현,윤창현,이용,정운천,정진석,추경호,홍석준",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2P1W0U1K0C7Z1P4B4T5L4X4R2N8F1&ageFrom=21&ageTo=21,국회운영위원회,2021-01-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2P1W0U1K0C7Z1P4B4T5L4X4R2N8F1
2107216,21,국가경찰과 자치경찰의 조직 및 운영에 관한 법률 일부개정법률안,윤재옥의원 등 10인,윤재옥,"김승수,양금희,윤두현,윤창현,이용,정운천,정진석,추경호,홍석준",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2W1Q0I1C0R7B1A4P4C3E1Z3V3X8Q4&ageFrom=21&ageTo=21,행정안전위원회,2021-01-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2W1Q0I1C0R7B1A4P4C3E1Z3V3X8Q4
2107215,21,공직선거법 일부개정법률안,이명수의원 등 12인,이명수,"강기윤,권영세,김승수,성일종,조경태,조수진,지성호,최승재,최춘식,최형두,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2F1R0A1B0X7W1R4O1V4P3J3N9I0B9&ageFrom=21&ageTo=21,행정안전위원회,2021-01-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2F1R0A1B0X7W1R4O1V4P3J3N9I0B9
2107214,21,북한인권법 일부개정법률안,태영호의원 등 10인,태영호,"곽상도,권성동,박수영,박진,송언석,윤상현,이종배,정진석,홍준표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2U1E0M1N0H7A1K3V5M0Z5R7I0N2Q2&ageFrom=21&ageTo=21,외교통일위원회,2021-01-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2U1E0M1N0H7A1K3V5M0Z5R7I0N2Q2
2107213,21,의료법 일부개정법률안,서정숙의원 등 10인,서정숙,"구자근,김승수,김예지,양금희,이용,이종성,전봉민,조명희,조수진",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2Q1Z0I1J0C7Y1Z3V3Y8G1D1M5U2K8&ageFrom=21&ageTo=21,보건복지위원회,2021-01-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2Q1Z0I1J0C7Y1Z3V3Y8G1D1M5U2K8
2107212,21,가사소송법 일부개정법률안,김민석의원등13인,김민석,"강득구,강병원,맹성규,박상혁,박홍근,변재일,윤영찬,이수진,임종성,최혜영,한병도,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2V1C0O1Q0W5I1D8U2R6G2E8G6C2Q1&ageFrom=21&ageTo=21,법제사법위원회,2021-01-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2V1C0O1Q0W5I1D8U2R6G2E8G6C2Q1
2107211,21,화학물질관리법 일부개정법률안,송옥주의원등10인,송옥주,"맹성규,양이원영,윤미향,이수진,임종성,전혜숙,주철현,최인호,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2H0Z1B2S1P8D1P7U3V7C5A6A0B4W3&ageFrom=21&ageTo=21,환경노동위원회,2021-01-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2H0Z1B2S1P8D1P7U3V7C5A6A0B4W3
2107210,21,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,김민석의원등14인,김민석,"강득구,강병원,맹성규,박상혁,박홍근,변재일,유정주,윤영찬,이수진,임종성,최혜영,한병도,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2Q1L0R1W0X5O1K8O1P9T0R0S5F3Z7&ageFrom=21&ageTo=21,법제사법위원회,2021-01-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_P2Q1L0R1W0X5O1K8O1P9T0R0S5F3Z7
2107209,21,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,김민석의원등13인,김민석,"강득구,강병원,맹성규,박상혁,박홍근,변재일,유정주,윤영찬,이수진,최혜영,한병도,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2H1I0P1E0Z5S1P8X2J0F0E1M2M9G1&ageFrom=21&ageTo=21,법제사법위원회,2021-01-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2H1I0P1E0Z5S1P8X2J0F0E1M2M9G1
2107208,21,의료법 일부개정법률안,이용호의원등10인,이용호,"강선우,김민철,김수흥,민병덕,양정숙,이용빈,정성호,최인호,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2V1V0Q1V0Y4Q1M5G1W3K0O6K4I6V2&ageFrom=21&ageTo=21,보건복지위원회,2021-01-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2V1V0Q1V0Y4Q1M5G1W3K0O6K4I6V2
2107207,21,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,임오경의원 등 10인,임오경,"고용진,김민철,박상혁,박성준,유정주,이상직,이수진,장철민,정청래",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2G1L0K1O0O7A1A0M1K9I4O1H9X0N9&ageFrom=21&ageTo=21,법제사법위원회,2021-01-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2G1L0K1O0O7A1A0M1K9I4O1H9X0N9
2107206,21,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,이용호의원등11인,이용호,"강선우,고영인,김민철,민병덕,양정숙,이상헌,이용빈,정성호,최인호,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2C1E0G1Q0T4K1J5Q1W1W4T3S2D3D9&ageFrom=21&ageTo=21,법제사법위원회,2021-01-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2C1E0G1Q0T4K1J5Q1W1W4T3S2D3D9
2107205,21,수목원·정원의 조성 및 진흥에 관한 법률 일부개정법률안,성일종의원 등 10인,성일종,"김태흠,김희국,서범수,이명수,이영,이태규,장제원,조수진,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2U1M0H1W0H7G0E9F2D7F3X4W7J4V3&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2021-01-07,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_K2U1M0H1W0H7G0E9F2D7F3X4W7J4V3
2107204,21,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,강선우의원등14인,강선우,"강병원,권인숙,김민기,김정호,박홍근,신동근,양이원영,양정숙,윤관석,이수진,이용호,정필모,조승래",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2S1T0O1I0V6X1B4B1Y2C3R4D5C6C2&ageFrom=21&ageTo=21,법제사법위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_K2S1T0O1I0V6X1B4B1Y2C3R4D5C6C2
2107203,21,선원법 일부개정법률안,윤준병의원등10인,윤준병,"강병원,기동민,김민철,김수흥,문진석,안호영,이용빈,인재근,임종성",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2M0N1G2C2T8M1G5M0N8V2V7S3O5B8&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2M0N1G2C2T8M1G5M0N8V2V7S3O5B8
2107202,21,인삼산업법 일부개정법률안,윤준병의원등10인,윤준병,"강병원,기동민,김민철,김수흥,문진석,안호영,이용빈,인재근,임종성",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2K0G1D2O2N8Q1O5Z0L8J5Z0Z3G9R0&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2021-01-06,철회,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2K0G1D2O2N8Q1O5Z0L8J5Z0Z3G9R0
2107201,21,할부거래에 관한 법률 일부개정법률안,윤준병의원등10인,윤준병,"강병원,기동민,김민철,김수흥,문진석,안호영,이용빈,인재근,임종성",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2D0B1L2S2T8E1H5Y0Z9J1F8M2F5J3&ageFrom=21&ageTo=21,정무위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2D0B1L2S2T8E1H5Y0Z9J1F8M2F5J3
2107200,21,근로기준법 일부개정법률안,윤준병의원등13인,윤준병,"기동민,김민철,김수흥,문진석,송영길,안호영,윤건영,이용빈,인재근,임종성,장철민,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2R0E1Q2G2I8R1B5R0Z9C5J0A7Q9E1&ageFrom=21&ageTo=21,환경노동위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2R0E1Q2G2I8R1B5R0Z9C5J0A7Q9E1
2107199,21,종합부동산세법 일부개정법률안,태영호의원 등 12인,태영호,"권성동,김영식,김용판,박성민,박성중,성일종,송석준,이명수,이용,장제원,지성호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2L1B0P1M0O6X1D7S2I0Q4P4M2L5R6&ageFrom=21&ageTo=21,기획재정위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2L1B0P1M0O6X1D7S2I0Q4P4M2L5R6
2107198,21,국가지식정보 연계 및 활용 촉진에 관한 법률안,이광재의원등22인,이광재,"강득구,강병원,강훈식,김경만,김승원,송재호,신현영,양향자,오영환,위성곤,유정주,윤건영,윤영덕,윤영찬,이규민,이낙연,장철민,정태호,조승래,허영,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2G0R1F2O1H7B1Q4L4L5H1C3W0B3L2&ageFrom=21&ageTo=21,과학기술정보방송통신위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2G0R1F2O1H7B1Q4L4L5H1C3W0B3L2
2107197,21,상품권 유통질서 확립 및 상품권이용자 보호에 관한 법률안,홍익표의원등15인,홍익표,"강민정,김민기,문진석,민형배,박홍근,송영길,송재호,양경숙,용혜인,이동주,이학영,이형석,임호선,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2P0F1J2W1O0B1I2L0R2T1F2M5P6Y1&ageFrom=21&ageTo=21,정무위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2P0F1J2W1O0B1I2L0R2T1F2M5P6Y1
2107196,21,도로교통법 일부개정법률안,노웅래의원등10인,노웅래,"김승남,김승원,안호영,양정숙,윤관석,윤영찬,이정문,전재수,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2B1X0M1L0R4A1T7O4M4D1Q5W2M7R1&ageFrom=21&ageTo=21,행정안전위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2B1X0M1L0R4A1T7O4M4D1Q5W2M7R1
2107195,21,고등교육법 일부개정법률안,송재호의원등10인,송재호,"김남국,김민기,김병욱,김용민,남인순,양정숙,이성만,이수진,주철현",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2K0A1A2U0S7I1Z5M1M7J3K7B2G9L4&ageFrom=21&ageTo=21,교육위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_S2K0A1A2U0S7I1Z5M1M7J3K7B2G9L4
2107194,21,교육기본법 일부개정법률안,송재호의원등10인,송재호,"김남국,김민기,김병욱,김용민,남인순,양정숙,이성만,이수진,주철현",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2W0E1B2U0E7T1O5A1I8V3K6J1G0Y3&ageFrom=21&ageTo=21,교육위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2W0E1B2U0E7T1O5A1I8V3K6J1G0Y3
2107193,21,사립학교법 일부개정법률안,송재호의원등10인,송재호,"김남국,김민기,김병욱,김용민,남인순,양정숙,이성만,이수진,주철현",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2R0V1Y2L0V7V1W5K1Q9G0F7J0U0G1&ageFrom=21&ageTo=21,교육위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2R0V1Y2L0V7V1W5K1Q9G0F7J0U0G1
2107192,21,상법 일부개정법률안,조정훈의원 등 10인,조정훈,"강민정,강은미,류호정,배진교,심상정,이규민,이성만,이은주,장혜영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2C0V1X2O1L7R1I0S5N5A5X1I8X9L5&ageFrom=21&ageTo=21,법제사법위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2C0V1X2O1L7R1I0S5N5A5X1I8X9L5
2107191,21,국가경찰과 자치경찰의 조직 및 운영에 관한 법률 일부개정법률안,김민철의원 등 15인,김민철,"김경협,김영배,김홍걸,민병덕,변재일,양기대,오영환,윤준병,이성만,이용선,이용호,임종성,장철민,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2D1F0W1A0P5T1K1L2B3J3A2L0M3D1&ageFrom=21&ageTo=21,행정안전위원회,2021-01-06,수정가결,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2D1F0W1A0P5T1K1L2B3J3A2L0M3D1
2107190,21,국립 방송통신 법학전문대학원 설치·운영에 관한 특별법안,정청래의원 등 10인,정청래,"도종환,송영길,양경숙,윤관석,이규민,이성만,이수진,임오경,전혜숙",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2X1U0I1R0W6X1U3N3I5R2J4M2W3D9&ageFrom=21&ageTo=21,교육위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2X1U0I1R0W6X1U3N3I5R2J4M2W3D9
2107189,21,변호사시험법 일부개정법률안,정청래의원 등 10인,정청래,"송갑석,송영길,양이원영,윤관석,이성만,이수진,임오경,장경태,전혜숙",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2D0U1T2A0V3D1C5H1K8D0X5G3S8W2&ageFrom=21&ageTo=21,법제사법위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2D0U1T2A0V3D1C5H1K8D0X5G3S8W2
2107188,21,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,이원욱의원등10인,이원욱,"고용진,김민철,김철민,송옥주,유정주,윤관석,이용빈,전혜숙,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2K1T0T1Q0D5J1Z7C0F9Q2Q2X7U1O6&ageFrom=21&ageTo=21,법제사법위원회,2021-01-06,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2K1T0T1Q0D5J1Z7C0F9Q2Q2X7U1O6
2107187,21,아동복지법 일부개정법률안,이주환의원 등 11인,이주환,"김용판,김정재,김태흠,성일종,윤창현,임이자,정동만,지성호,태영호,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2U1F0I1U0E5Q1C6R2P3F0L9C0X6C5&ageFrom=21&ageTo=21,보건복지위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2U1F0I1U0E5Q1C6R2P3F0L9C0X6C5
2107186,21,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,이주환의원 등 11인,이주환,"김용판,김정재,김태흠,성일종,윤창현,임이자,정동만,지성호,태영호,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2O1L0C1L0H5F1G6F2C4C1E8Z5V9J3&ageFrom=21&ageTo=21,법제사법위원회,2021-01-06,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2O1L0C1L0H5F1G6F2C4C1E8Z5V9J3
2107185,21,군용비행장·군사격장 소음 방지 및 피해 보상에 관한 법률 일부개정법률안,성일종의원 등 10인,성일종,"김선교,김영식,김태흠,송석준,양금희,이종배,장제원,조수진,허은아",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2J1E0Q1G0G6N0F9P2F7C5B6K8E7V5&ageFrom=21&ageTo=21,국방위원회,2021-01-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2J1E0Q1G0G6N0F9P2F7C5B6K8E7V5
2107184,21,동물보호법 일부개정법률안,윤영찬의원 등 10인,윤영찬,"권칠승,김승원,박성준,변재일,오영환,오영훈,이용빈,이장섭,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2M0K1Z1O1W6Z1N3Y4R8L1X0Y7K3P9&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2021-01-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_P2M0K1Z1O1W6Z1N3Y4R8L1X0Y7K3P9
2107183,21,기술보증기금법 일부개정법률안,김정재의원 등 10인,김정재,"김병욱,배준영,서일준,송언석,양금희,이종배,이주환,추경호,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2S1H0G1I0A5G1S7P4J4K2T8U4E5E3&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2021-01-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2S1H0G1I0A5G1S7P4J4K2T8U4E5E3
2107182,21,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,김용판의원 등 16인,김용판,"구자근,권명호,권성동,김성원,김승수,김영식,박대수,박덕흠,송언석,윤두현,이주환,정희용,추경호,태영호,하영제",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2U1B0E1D0A5I1P7Q3S0I1R4T6P7D3&ageFrom=21&ageTo=21,법제사법위원회,2021-01-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2U1B0E1D0A5I1P7Q3S0I1R4T6P7D3
2107181,21,원자력안전법 일부개정법률안,윤영찬의원등12인,윤영찬,"강병원,민형배,변재일,양이원영,양정숙,우상호,윤준병,이광재,이용빈,한준호,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2S0Z1R1H1V1S1A2Q2R3L5A5V5F8I5&ageFrom=21&ageTo=21,과학기술정보방송통신위원회,2021-01-05,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2S0Z1R1H1V1S1A2Q2R3L5A5V5F8I5
2107180,21,민사집행법 일부개정법률안,조응천의원등10인,조응천,"강준현,김회재,문진석,박정,조오섭,최기상,최인호,한준호,홍기원",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2S0Q1H2H0L3P1Z6C4N3R0L9I5P1O9&ageFrom=21&ageTo=21,법제사법위원회,2021-01-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2S0Q1H2H0L3P1Z6C4N3R0L9I5P1O9
2107179,21,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,김병욱의원등34인,김병욱,"강민국,곽상도,권명호,권은희,김기현,김도읍,김웅,김은혜,김정재,김태호,김태흠,류성걸,박완수,배준영,송언석,양금희,유의동,윤두현,윤희숙,이명수,이영,이용,이종배,이종성,정운천,정진석,정찬민,주호영,최춘식,추경호,하태경,허은아,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2S0B1D2K1F7L1T4L3O7U4A4Z6K1T2&ageFrom=21&ageTo=21,법제사법위원회,2021-01-05,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2S0B1D2K1F7L1T4L3O7U4A4Z6K1T2
2107178,21,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,김정재의원등10인,김정재,"김병욱,배준영,서일준,송언석,양금희,이종배,장제원,태영호,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2H0W1O2D0I7F1C8P1P0N0Q5R1F5L1&ageFrom=21&ageTo=21,법제사법위원회,2021-01-05,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2H0W1O2D0I7F1C8P1P0N0Q5R1F5L1
2107177,21,야생생물 보호 및 관리에 관한 법률 일부개정법률안,양이원영의원 등 12인,양이원영,"김경협,도종환,박홍근,변재일,안호영,우원식,유정주,윤미향,이수진,임종성,장철민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2S0X1S2E2X9L1P7A0W7A5Z8W8D5X4&ageFrom=21&ageTo=21,환경노동위원회,2021-01-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_S2S0X1S2E2X9L1P7A0W7A5Z8W8D5X4
