의안번호,대수,법률안명,제안자,대표발의자,공동발의자,상세페이지,소관위원회,제안일,처리상태,제안자목록링크
2102120,21,교육기본법 일부개정법률안,박상혁의원 등 37인,박상혁,"김경만,김승원,김윤덕,김정호,김주영,김형동,남인순,맹성규,문정복,민홍철,박성준,박영순,박찬대,서삼석,서일준,안규백,안호영,양이원영,양정숙,윤관석,윤미향,윤후덕,이상직,이소영,이용우,이용호,이탄희,이해식,인재근,진선미,최연숙,최인호,한준호,홍성국,홍익표,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2F0K0X7U1A7N1C5U3J4G1D6P5Z5R6&ageFrom=21&ageTo=21,교육위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2F0K0X7U1A7N1C5U3J4G1D6P5Z5R6
2102119,21,초·중등교육법 일부개정법률안,박상혁의원 등 37인,박상혁,"권인숙,김경만,김승원,김윤덕,김정호,김주영,김형동,남인순,문정복,민홍철,박성준,박영순,박찬대,서삼석,서일준,안규백,안호영,양이원영,양정숙,윤관석,윤미향,윤후덕,이상직,이소영,이용우,이용호,이탄희,이해식,인재근,진선미,최연숙,최인호,한준호,홍성국,홍익표,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2B0P0M7S1L7U1Y5M2M8Y4H1G9J9L9&ageFrom=21&ageTo=21,교육위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2B0P0M7S1L7U1Y5M2M8Y4H1G9J9L9
2102118,21,도로교통법 일부개정법률안,박상혁의원 등 30인,박상혁,"권인숙,김승원,김윤덕,김정호,김주영,김형동,남인순,문정복,박영순,서삼석,서일준,안호영,양이원영,양정숙,오영환,윤관석,윤미향,윤후덕,이상직,이소영,이수진,이용우,이해식,인재근,최인호,한준호,홍성국,홍익표,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2S0R0A7F1E7M1Y5F2W5S1L8T3H8W5&ageFrom=21&ageTo=21,행정안전위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Y2S0R0A7F1E7M1Y5F2W5S1L8T3H8W5
2102117,21,개별소비세법 일부개정법률안,김상훈의원 등 10인,김상훈,"강기윤,강대식,김정재,김희국,이영,최승재,최연숙,추경호,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2L0Y0R7D1T7Y1M5A1N8W1Q2Y5B0M4&ageFrom=21&ageTo=21,기획재정위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2L0Y0R7D1T7Y1M5A1N8W1Q2Y5B0M4
2102116,21,공동주택관리법 일부개정법률안,장경태의원 등 12인,장경태,"김경만,김남국,박주민,서삼석,신동근,오영환,이원택,전용기,전혜숙,정청래,허영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2A0C0B7F1D7P1V5G1L1I2R8A7N6C0&ageFrom=21&ageTo=21,국토교통위원회,2020-07-17,수정가결,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2A0C0B7F1D7P1V5G1L1I2R8A7N6C0
2102114,21,산업집적활성화 및 공장설립에 관한 법률 일부개정법률안,구자근의원 등 10인,구자근,"권명호,김영식,김용판,송언석,양금희,윤재옥,정희용,최형두,홍석준",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2U0C0A7K1N7N1D5S0I8D3P8E5U3N1&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2020-07-17,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2U0C0A7K1N7N1D5S0I8D3P8E5U3N1
2102113,21,학교체육 진흥법 일부개정법률안,안민석의원 등 15인,안민석,"김민석,김진표,박성준,송갑석,송영길,유정주,윤재갑,이병훈,이상직,이상헌,이원택,임오경,전혜숙,홍기원",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2I0N0B7D1E7C1D5E0M7D3J9F2W1N4&ageFrom=21&ageTo=21,교육위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2I0N0B7D1E7C1D5E0M7D3J9F2W1N4
2102111,21,대도시권 광역교통 관리에 관한 특별법 일부개정법률안,조응천의원 등 10인,조응천,"김영주,김진표,문정복,박영순,오영환,임종성,장철민,조오섭,한준호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2L0X0R7D1F7E1W4E5S3H5U7A2U4L1&ageFrom=21&ageTo=21,국토교통위원회,2020-07-17,수정가결,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2L0X0R7D1F7E1W4E5S3H5U7A2U4L1
2102110,21,사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률 일부개정법률안,조응천의원 등 10인,조응천,"김영주,문정복,서삼석,오영환,임종성,장철민,조승래,조오섭,한준호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2A0J0N7S1L7L1U4M5P2D0O5K1L8L6&ageFrom=21&ageTo=21,법제사법위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2A0J0N7S1L7L1U4M5P2D0O5K1L8L6
2102109,21,조세특례제한법 일부개정법률안,김선교의원 등 10인,김선교,"김석기,김예지,박대수,서일준,윤창현,이철규,정운천,정진석,조수진",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2F0Q0C7U1R7H1B4O4H9H2H7X6S0J1&ageFrom=21&ageTo=21,기획재정위원회,2020-07-17,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2F0Q0C7U1R7H1B4O4H9H2H7X6S0J1
2102106,21,국민의 형사재판 참여에 관한 법률 일부개정법률안,조정훈의원 등 10인,조정훈,"강기윤,권인숙,김민석,이광재,이상헌,이수진,장혜영,태영호,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2T0D0N7G1C7B1J4D3C2E0B3A1Y9B2&ageFrom=21&ageTo=21,법제사법위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2T0D0N7G1C7B1J4D3C2E0B3A1Y9B2
2102102,21,전기·전자제품 및 자동차의 자원순환에 관한 법률 일부개정법률안,박대수의원 등 11인,박대수,"구자근,김석기,김성원,김태호,윤영석,이용,정경희,정찬민,지성호,홍준표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2J0F0M7D1K7S1V4Y2T2V1D9P7B8G5&ageFrom=21&ageTo=21,환경노동위원회,2020-07-17,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_J2J0F0M7D1K7S1V4Y2T2V1D9P7B8G5
2102100,21,소송촉진 등에 관한 특례법 일부개정법률안,박범계의원 등 15인,박범계,"고용진,김남국,김승원,박영순,송갑석,어기구,이수진,이탄희,장경태,장철민,최기상,한준호,홍성국,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2K0N0P7V1E7Y1D4R0T9K2G8V5B9T5&ageFrom=21&ageTo=21,법제사법위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2K0N0P7V1E7Y1D4R0T9K2G8V5B9T5
2102099,21,취업 후 학자금 상환 특별법 일부개정법률안,민형배의원 등 12인,민형배,"김경만,김철민,변재일,송영길,양정숙,이용빈,이원택,이정문,이탄희,이해식,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2H0J0K7V1M7Z1T4P0S2I1E6C7M1S8&ageFrom=21&ageTo=21,교육위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2H0J0K7V1M7Z1T4P0S2I1E6C7M1S8
2102097,21,한국마사회법 일부개정법률안,정점식의원 등 10인,정점식,"권명호,김용판,김희국,백종헌,서일준,유경준,이종성,정운천,지성호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2S0C0F7I1C7V1H1S4T2M2B2G8W6R3&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2020-07-17,수정가결,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2S0C0F7I1C7V1H1S4T2M2B2G8W6R3
2102095,21,화물자동차 운수사업법 일부개정법률안,임종성의원 등 13인,임종성,"김영호,김윤덕,김정호,김종민,김진표,김철민,소병훈,송갑석,송옥주,윤후덕,이원욱,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2W0E0U7E1N7B1B1W3C5Y1V6N9K0V4&ageFrom=21&ageTo=21,국토교통위원회,2020-07-17,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2W0E0U7E1N7B1B1W3C5Y1V6N9K0V4
2102093,21,조세특례제한법 일부개정법률안,이원욱의원 등 12인,이원욱,"김영주,김윤덕,김철민,문진석,설훈,신정훈,윤후덕,이병훈,장철민,허영,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2J0E0E7B1F7T1D1N2E9H0R7A6T6U1&ageFrom=21&ageTo=21,기획재정위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2J0E0E7B1F7T1D1N2E9H0R7A6T6U1
2102092,21,물환경보전법 일부개정법률안,장철민의원 등 12인,장철민,"김경만,김남국,김수흥,박성준,윤미향,이상민,이상직,정성호,최종윤,한병도,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2N0Q0E7B1A7W1C1L2A2D5R6D8M0Y2&ageFrom=21&ageTo=21,환경노동위원회,2020-07-17,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2N0Q0E7B1A7W1C1L2A2D5R6D8M0Y2
2102091,21,공직자윤리법 일부개정법률안,신정훈의원 등 15인,신정훈,"강득구,강준현,김경만,김남국,김두관,김민석,김원이,김정호,안민석,용혜인,이규민,이용선,진성준,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2X0I0Q7R1F7B1V1B0R8B0K1C8O7L5&ageFrom=21&ageTo=21,행정안전위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2X0I0Q7R1F7B1V1B0R8B0K1C8O7L5
2102089,21,감염병의 예방 및 관리에 관한 법률 일부개정법률안,민형배의원 등 11인,민형배,"김철민,김홍걸,변재일,송영길,양정숙,이용빈,이원택,이정문,이탄희,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2V0H0S7I1T7O1K0V5Q1E3O6B0J3K5&ageFrom=21&ageTo=21,보건복지위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2V0H0S7I1T7O1K0V5Q1E3O6B0J3K5
2102088,21,먹는물관리법 일부개정법률안,장철민의원 등 13인,장철민,"김경만,김남국,김수흥,박성준,윤미향,이상민,이상직,정성호,진선미,최종윤,한병도,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2G0H0R7X1A7R0S9D3E8F5C4F6X8S8&ageFrom=21&ageTo=21,환경노동위원회,2020-07-17,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2G0H0R7X1A7R0S9D3E8F5C4F6X8S8
2102087,21,하수도법 일부개정법률안,이병훈의원 등 14인,이병훈,"권인숙,김경만,남인순,노웅래,박성준,신정훈,양정숙,오영환,윤미향,전혜숙,천준호,최종윤,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2V0M0D7W1N7R1W0Z4I5D5R8B6R2O4&ageFrom=21&ageTo=21,환경노동위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2V0M0D7W1N7R1W0Z4I5D5R8B6R2O4
2102086,21,근로기준법 일부개정법률안,이병훈의원 등 11인,이병훈,"남인순,노웅래,박성준,신정훈,양정숙,오영환,윤미향,이수진,정청래,천준호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2Q0G0P7S1L7J1O0P3J7K2Y3P0H4X5&ageFrom=21&ageTo=21,환경노동위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2Q0G0P7S1L7J1O0P3J7K2Y3P0H4X5
2102084,21,국경일에 관한 법률 일부개정법률안,조태용의원 등 20인,조태용,"강기윤,강대식,권성동,김성원,김예지,박진,배현진,신원식,이채익,이태규,정경희,정운천,조명희,지성호,최형두,추경호,한무경,허은아,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2B0D0S7R1T7L1P0G2M2E1T9K3K1E3&ageFrom=21&ageTo=21,행정안전위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2B0D0S7R1T7L1P0G2M2E1T9K3K1E3
2102083,21,관세법 일부개정법률안,조정식의원 등 10인,조정식,"김윤덕,김회재,박성준,송갑석,유동수,윤영찬,임호선,정일영,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2D0N0F7E1Q7C1P0N2C2N0A2R1L8G8&ageFrom=21&ageTo=21,기획재정위원회,2020-07-17,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2D0N0F7E1Q7C1P0N2C2N0A2R1L8G8
2102082,21,사회보장급여의 이용·제공 및 수급권자 발굴에 관한 법률 일부개정법률안,민형배의원 등 11인,민형배,"김철민,변재일,송영길,양정숙,이용빈,이원택,이정문,이탄희,이해식,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2R0V0R7A1M7N1Z0K1K8R3G4P1S0J7&ageFrom=21&ageTo=21,보건복지위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2R0V0R7A1M7N1Z0K1K8R3G4P1S0J7
2102081,21,새마을금고법 일부개정법률안,유동수의원 등 12인,유동수,"강병원,김경만,김병욱,김회재,박성준,박정,양정숙,윤재갑,이수진,전혜숙,최종윤",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2R0K0D7Y1M7U1M0O1M4C1J8Q0A0C9&ageFrom=21&ageTo=21,행정안전위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2R0K0D7Y1M7U1M0O1M4C1J8Q0A0C9
2102080,21,아동복지법 일부개정법률안,조명희의원 등 10인,조명희,"강기윤,권은희,배현진,양금희,윤창현,이영,이태규,한무경,허은아",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2I0M0V7J1S7D1H0P1L3B0P4Q1B4K9&ageFrom=21&ageTo=21,보건복지위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_P2I0M0V7J1S7D1H0P1L3B0P4Q1B4K9
2102079,21,초·중등교육법 일부개정법률안,임오경의원 등 10인,임오경,"김영주,김진표,김홍걸,박성준,서삼석,유정주,윤후덕,장철민,정청래",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2J0X0S7Z1K7Z1V0P1P1S1O8S5O0K1&ageFrom=21&ageTo=21,교육위원회,2020-07-17,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2J0X0S7Z1K7Z1V0P1P1S1O8S5O0K1
2102078,21,신용협동조합법 일부개정법률안,유동수의원 등 12인,유동수,"강병원,김경만,김병욱,김회재,박성준,박정,양정숙,윤재갑,이수진,전혜숙,최종윤",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2V0G0A7T1L7R1R0Y0P9X3B3L0B1F7&ageFrom=21&ageTo=21,정무위원회,2020-07-17,수정가결,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2V0G0A7T1L7R1R0Y0P9X3B3L0B1F7
2102077,21,고등교육법 일부개정법률안,조오섭의원 등 17인,조오섭,"강은미,김경만,노웅래,문진석,민형배,서삼석,송갑석,신정훈,양향자,윤영덕,윤재갑,이병훈,이용선,이해식,이형석,주철현",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2U0H0W7L1B7U1Q0W0G4S1C6K0I7U1&ageFrom=21&ageTo=21,교육위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2U0H0W7L1B7U1Q0W0G4S1C6K0I7U1
2102075,21,대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안,민형배의원 등 12인,민형배,"김경만,김철민,변재일,송영길,양정숙,이용빈,이원택,이정문,이탄희,이해식,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2Q0A0R7N1T7D0U9U5Y7D0T1F1B6K2&ageFrom=21&ageTo=21,정무위원회,2020-07-17,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_S2Q0A0R7N1T7D0U9U5Y7D0T1F1B6K2
2102074,21,신행정수도 후속대책을 위한 연기·공주지역 행정중심복합도시 건설을 위한 특별법 일부개정법률안,강준현의원 등 12인,강준현,"기동민,김상희,김수흥,남인순,박영순,양정숙,이학영,인재근,임호선,홍성국,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2R0D0U7K1P7W0T9H4Z6L3D4W6I0L8&ageFrom=21&ageTo=21,국토교통위원회,2020-07-17,원안가결,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2R0D0U7K1P7W0T9H4Z6L3D4W6I0L8
2102073,21,장애인고용촉진 및 직업재활법 일부개정법률안,조오섭의원 등 14인,조오섭,"강은미,김경만,문진석,민형배,송갑석,신정훈,양향자,윤재갑,이병훈,이용선,이해식,이형석,장경태",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2B0I0A7K1O7M0L9M4J4M1M2A7U6I1&ageFrom=21&ageTo=21,환경노동위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_S2B0I0A7K1O7M0L9M4J4M1M2A7U6I1
2102072,21,이러닝(전자학습)산업 발전 및 이러닝 활용 촉진에 관한 법률 일부개정법률안,이장섭의원 등 14인,이장섭,"강훈식,김영호,김주영,김진표,변재일,송갑석,신영대,양정숙,윤영찬,인재근,전용기,한정애,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2S0I0Q7Y1F7A0X9K4W1Q5H9E7R0W0&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2S0I0Q7Y1F7A0X9K4W1Q5H9E7R0W0
2102071,21,유료도로법 일부개정법률안,조오섭의원 등 12인,조오섭,"강은미,김경만,노웅래,문진석,서삼석,송갑석,양향자,윤재갑,이용선,장경태,주철현",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2W0Q0R7A1X7G0T9R4H1Q5S4Y2M9F6&ageFrom=21&ageTo=21,국토교통위원회,2020-07-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2W0Q0R7A1X7G0T9R4H1Q5S4Y2M9F6
2102070,21,근로기준법 일부개정법률안,최종윤의원 등 12인,최종윤,"김경만,김종민,김진표,맹성규,양정숙,윤미향,이상직,이원욱,인재근,전혜숙,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2Y0U0P7J1E6Y1V6N4L2V1U2M4B8B4&ageFrom=21&ageTo=21,환경노동위원회,2020-07-16,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2Y0U0P7J1E6Y1V6N4L2V1U2M4B8B4
2102069,21,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,태영호의원 등 12인,태영호,"김기현,김예지,김용판,김정재,송언석,이명수,이주환,이태규,정희용,조경태,조정훈",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2W0M0D7O1G6K1L7J5L4I0B6O2C3X3&ageFrom=21&ageTo=21,법제사법위원회,2020-07-16,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2W0M0D7O1G6K1L7J5L4I0B6O2C3X3
2102068,21,아동복지법 일부개정법률안,조명희의원 등 10인,조명희,"강기윤,권은희,배현진,양금희,윤창현,이영,이태규,한무경,허은아",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2D0V0H7J1J6Q1O7V3H9G0N1Q4I7O6&ageFrom=21&ageTo=21,보건복지위원회,2020-07-16,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2D0V0H7J1J6Q1O7V3H9G0N1Q4I7O6
2102067,21,지방세법 일부개정법률안,김교흥의원 등 12인,김교흥,"김경만,맹성규,박찬대,신동근,유동수,윤관석,이성만,이학영,정일영,정정순,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2U0I0S7P1H6O1Z7H3V7Y5J2A3E8O7&ageFrom=21&ageTo=21,행정안전위원회,2020-07-16,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2U0I0S7P1H6O1Z7H3V7Y5J2A3E8O7
2102066,21,관광진흥법 일부개정법률안,이상헌의원 등 11인,이상헌,"김기현,김민석,김병욱,김홍걸,문진석,박재호,송영길,신동근,윤관석,이용호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2F0F0J7G1C6C1R7J3U6Q0B7I0D7R0&ageFrom=21&ageTo=21,문화체육관광위원회,2020-07-16,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2F0F0J7G1C6C1R7J3U6Q0B7I0D7R0
2102065,21,도시공원 및 녹지 등에 관한 법률 일부개정법률안,심상정의원 등 12인,심상정,"강은미,권인숙,김형동,남인순,류호정,박영순,배진교,윤미향,이은주,장혜영,조정훈",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2F0K0N7Z1U6A1K7O2S1U0F0H5K9U8&ageFrom=21&ageTo=21,국토교통위원회,2020-07-16,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2F0K0N7Z1U6A1K7O2S1U0F0H5K9U8
2102064,21,조세특례제한법 일부개정법률안,심상정의원 등 11인,심상정,"강은미,권인숙,김형동,남인순,류호정,박영순,배진교,윤미향,이은주,장혜영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2A0U0A7F1G6I1W7P1I9Q0E8S9B0J6&ageFrom=21&ageTo=21,기획재정위원회,2020-07-16,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2A0U0A7F1G6I1W7P1I9Q0E8S9B0J6
2102063,21,학교민주시민교육법안,박찬대의원 등 12인,박찬대,"김교흥,김홍걸,맹성규,문정복,신동근,유동수,이동주,이성만,정일영,조승래,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2X0H0L7K1D6J1O6X5T9O1C5J3Y1Z7&ageFrom=21&ageTo=21,교육위원회,2020-07-16,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2X0H0L7K1D6J1O6X5T9O1C5J3Y1Z7
2102062,21,한국환경공단법 일부개정법률안,장철민의원 등 11인,장철민,"김남국,김수흥,김영호,윤미향,이상민,이상직,임오경,진선미,한병도,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2R0W0R7Y1D6X1B6V5D7A3S1Y3C1C2&ageFrom=21&ageTo=21,환경노동위원회,2020-07-16,원안가결,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2R0W0R7Y1D6X1B6V5D7A3S1Y3C1C2
2102060,21,환경정책기본법 일부개정법률안,심상정의원 등 12인,심상정,"강은미,권인숙,김형동,남인순,류호정,박영순,배진교,윤미향,이은주,장혜영,조정훈",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2Y0V0Z7E1P6W1S6R5J0I0H6C8X4L1&ageFrom=21&ageTo=21,환경노동위원회,2020-07-16,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2Y0V0Z7E1P6W1S6R5J0I0H6C8X4L1
2102059,21,대기환경보전법 일부개정법률안,장철민의원 등 12인,장철민,"김경만,김남국,박성준,우원식,윤미향,이상민,이상직,임오경,진선미,한병도,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2A0S0O7O1Y6T1L6U4Q5N3P2M2W2N7&ageFrom=21&ageTo=21,환경노동위원회,2020-07-16,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2A0S0O7O1Y6T1L6U4Q5N3P2M2W2N7
2102057,21,국민체육진흥법 일부개정법률안,홍정민의원 등 12인,홍정민,"강준현,고영인,권칠승,김병욱,김윤덕,김홍걸,민형배,이용우,인재근,조정훈,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2U0T0V7J1Z6A1M6H3H8W3W0E1N0P8&ageFrom=21&ageTo=21,문화체육관광위원회,2020-07-16,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2U0T0V7J1Z6A1M6H3H8W3W0E1N0P8
2102056,21,구강보건법 일부개정법률안,신동근의원 등 11인,신동근,"고용진,김영배,김윤덕,김종민,박찬대,유정주,이상헌,이정문,장경태,조승래",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2K0J0X7T1U6P1G6S3E2J4N5R5C9Y3&ageFrom=21&ageTo=21,보건복지위원회,2020-07-16,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2K0J0X7T1U6P1G6S3E2J4N5R5C9Y3
2102055,21,지방세특례제한법 일부개정법률안,심상정의원 등 11인,심상정,"강은미,권인숙,김형동,남인순,류호정,박영순,배진교,윤미향,이은주,장혜영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2R0D0X7V1B6D1L6D3I1J5V5Z4K8Z3&ageFrom=21&ageTo=21,행정안전위원회,2020-07-16,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2R0D0X7V1B6D1L6D3I1J5V5Z4K8Z3
2102054,21,물환경보전법 일부개정법률안,장철민의원 등 13인,장철민,"김경만,김남국,김수흥,박성준,윤미향,이상민,이상직,이수진,진선미,최종윤,한병도,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2V0I0O7Q1M6H1S6L2A4M1N7J3H8C4&ageFrom=21&ageTo=21,환경노동위원회,2020-07-16,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Z2V0I0O7Q1M6H1S6L2A4M1N7J3H8C4
2102053,21,교통시설특별회계법 일부개정법률안,심상정의원 등 12인,심상정,"강은미,권인숙,김형동,남인순,류호정,박영순,배진교,윤미향,이은주,장혜영,조정훈",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2Z0N0N7Q1P6N1Z6G2O2S5S2Q6G6O6&ageFrom=21&ageTo=21,국토교통위원회,2020-07-16,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_G2Z0N0N7Q1P6N1Z6G2O2S5S2Q6G6O6
2102052,21,자연환경보전법 일부개정법률안,장철민의원 등 13인,장철민,"김경만,김남국,김수흥,박성준,윤미향,이상민,이상직,이수진,이원욱,진선미,한병도,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2P0L0U7K1E6X1Z6F2N2A1I2I2G7G9&ageFrom=21&ageTo=21,환경노동위원회,2020-07-16,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_G2P0L0U7K1E6X1Z6F2N2A1I2I2G7G9
