품목별(1),품목별(2),품목별(3),항목,시점,데이터
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수출액 (천달러),2021. 03,3091
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수출액 (천달러),2021. 04,4195
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수출액 (천달러),2021. 05,3672
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수출액 (천달러),2021. 06,3650
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수출액 (천달러),2021. 07,2869
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수출액 (천달러),2021. 08,3893
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수출액 (천달러),2021. 09,4818
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수출액 (천달러),2021. 10,6095
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수출액 (천달러),2021. 11,4890
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2020. 01,194712
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2020. 02,152072
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2020. 03,184019
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2020. 04,167192
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2020. 05,200789
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2020. 06,149202
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2020. 07,197524
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2020. 08,162708
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2020. 09,160278
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2020. 10,158362
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2020. 11,145449
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2020. 12,162902
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2021. 01,174529
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2021. 02,165095
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2021. 03,212898
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2021. 04,195130
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2021. 05,194929
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2021. 06,200469
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2021. 07,230154
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2021. 08,226072
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2021. 09,215721
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2021. 10,215466
식품 및 산동물,고기및 고기 조제품,"기타 고기 및 식용 설육,신선,냉장 또는 냉동한 것",수입액 (천달러),2021. 11,209528
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2020. 01,1
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2020. 02,16
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2020. 03,6
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2020. 04,7
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2020. 05,125
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2020. 06,125
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2020. 07,1
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2020. 08,17
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2020. 09,15
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2020. 10,5
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2020. 11,62
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2020. 12,13
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2021. 01,105
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2021. 02,2
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2021. 03,32
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2021. 04,49
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2021. 05,114
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2021. 06,155
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2021. 07,1
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2021. 08,3
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2021. 09,2
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2021. 10,6
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수출액 (천달러),2021. 11,5
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2020. 01,1377
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2020. 02,1349
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2020. 03,1058
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2020. 04,1083
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2020. 05,1663
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2020. 06,1263
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2020. 07,1618
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2020. 08,1714
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2020. 09,1669
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2020. 10,1347
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2020. 11,1830
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2020. 12,2128
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2021. 01,1096
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2021. 02,1798
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2021. 03,1646
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2021. 04,1851
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2021. 05,1982
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2021. 06,2313
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2021. 07,1771
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2021. 08,1104
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2021. 09,1829
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2021. 10,2833
식품 및 산동물,고기및 고기 조제품,"고기 및 실용석육,염장,염수장,건조 또는 훈제한 것",수입액 (천달러),2021. 11,2029
식품 및 산동물,고기및 고기 조제품,달리 명시되지 않은 조제 또는 저장한 고기 및 설육,수출액 (천달러),2020. 01,2493
식품 및 산동물,고기및 고기 조제품,달리 명시되지 않은 조제 또는 저장한 고기 및 설육,수출액 (천달러),2020. 02,2980
식품 및 산동물,고기및 고기 조제품,달리 명시되지 않은 조제 또는 저장한 고기 및 설육,수출액 (천달러),2020. 03,3736
식품 및 산동물,고기및 고기 조제품,달리 명시되지 않은 조제 또는 저장한 고기 및 설육,수출액 (천달러),2020. 04,4796
식품 및 산동물,고기및 고기 조제품,달리 명시되지 않은 조제 또는 저장한 고기 및 설육,수출액 (천달러),2020. 05,4292
식품 및 산동물,고기및 고기 조제품,달리 명시되지 않은 조제 또는 저장한 고기 및 설육,수출액 (천달러),2020. 06,5558
식품 및 산동물,고기및 고기 조제품,달리 명시되지 않은 조제 또는 저장한 고기 및 설육,수출액 (천달러),2020. 07,3685
식품 및 산동물,고기및 고기 조제품,달리 명시되지 않은 조제 또는 저장한 고기 및 설육,수출액 (천달러),2020. 08,5063
식품 및 산동물,고기및 고기 조제품,달리 명시되지 않은 조제 또는 저장한 고기 및 설육,수출액 (천달러),2020. 09,5121
식품 및 산동물,고기및 고기 조제품,달리 명시되지 않은 조제 또는 저장한 고기 및 설육,수출액 (천달러),2020. 10,4787
식품 및 산동물,고기및 고기 조제품,달리 명시되지 않은 조제 또는 저장한 고기 및 설육,수출액 (천달러),2020. 11,5814
식품 및 산동물,고기및 고기 조제품,달리 명시되지 않은 조제 또는 저장한 고기 및 설육,수출액 (천달러),2020. 12,5860
식품 및 산동물,고기및 고기 조제품,달리 명시되지 않은 조제 또는 저장한 고기 및 설육,수출액 (천달러),2021. 01,4112
