"품목별(1)",품목별(2),품목별(3),2020. 01,2020. 01,2020. 02,2020. 02,2020. 03,2020. 03,2020. 04,2020. 04,2020. 05,2020. 05,2020. 06,2020. 06,2020. 07,2020. 07,2020. 08,2020. 08,2020. 09,2020. 09,2020. 10,2020. 10,2020. 11,2020. 11,2020. 12,2020. 12,2021. 01,2021. 01,2021. 02,2021. 02,2021. 03,2021. 03,2021. 04,2021. 04,2021. 05,2021. 05,2021. 06,2021. 06,2021. 07,2021. 07,2021. 08,2021. 08,2021. 09,2021. 09,2021. 10,2021. 10,2021. 11,2021. 11
"품목별(1)",품목별(2),품목별(3),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러)
"재료별 제조제품",철 및 강,철강선,63891,25541,66301,17644,74128,30222,63232,27360,44652,21126,54786,22497,56422,20425,46864,17015,65795,19176,66147,22402,72737,20745,75332,23914,72090,23599,69788,24282,79662,30965,79328,35995,78966,31532,84059,36163,87128,33684,77878,31153,88558,26394,90963,28751,91528,30174
"재료별 제조제품",철 및 강,철강의 튜브파이프 및 중공프로파일과 튜브,213448,125004,237255,65913,260322,115028,237013,111829,198112,101683,203257,111568,218615,93427,166451,87599,210910,92733,217916,80324,200198,82983,221010,90189,180132,88738,192835,88389,223439,102923,243785,113744,247230,94991,276175,125449,298245,117121,264156,121056,264118,115952,320637,121822,383776,127322
"재료별 제조제품",비철금속,소계,898887,922735,931640,869767,952597,1017522,835354,881988,765429,769010,849022,828443,997809,814761,927978,758147,1117282,998801,1099653,975428,1143690,1006173,1288703,1140686,1157570,1197657,1217386,1165147,1375990,1487386,1461963,1600626,1505350,1313244,1607556,1480312,1569128,1513461,1545121,1480286,1449008,1420963,1370363,1557554,1547244,1532629
"재료별 제조제품",비철금속,은백금 및 기타 백금속의 금속,139728,123889,188884,202311,150758,175250,127200,147989,131645,84476,134328,121507,155148,115302,204874,95769,224039,246375,200684,216021,187040,195296,260058,234347,254250,181551,279444,233974,286990,271190,310314,342448,279226,210851,375531,262903,354040,268116,311356,335106,300282,224914,276640,250631,226277,193341
"재료별 제조제품",비철금속,동,321608,247023,325995,215676,337621,295805,307250,232491,282957,223193,337166,232845,396174,237120,334973,240162,423886,251127,449155,266540,478109,292605,476390,301637,447252,424382,472895,396627,525525,470753,569691,479434,648121,428312,670203,491706,651584,540786,704127,390542,624026,468914,608338,449017,689921,477164
"재료별 제조제품",비철금속,닉켈,6491,81260,6334,72663,5794,65711,3892,65206,7083,61327,6801,83645,10758,57611,4544,72772,7007,70720,5979,76911,6634,68543,8446,84282,6950,81343,6366,81368,6911,107782,8620,120226,7289,105444,10508,92632,8799,104090,8577,119337,8475,84992,12186,149204,8849,103894
"재료별 제조제품",비철금속,알루미늄,231026,365525,237388,307251,250381,357511,213508,348737,203324,313521,220217,309368,240428,307027,227776,275957,247695,337606,238320,323058,234444,344846,308898,406572,265126,403059,243599,354588,323954,481811,322294,493554,337801,430525,347991,489507,333817,453844,351668,487421,315609,486584,284605,518878,342278,577030
"재료별 제조제품",비철금속,연,73152,25231,50741,17637,59311,22599,53497,17797,35253,15373,43447,19574,73168,30143,44012,21654,51308,21627,39878,30759,78397,26307,47847,34546,47327,27009,65045,20437,44276,36612,79842,32551,60073,27880,50505,25724,83120,42229,31914,35910,37726,33174,28946,39429,125803,31760
"재료별 제조제품",비철금속,아연,113987,11009,106917,11193,133182,16428,110814,7229,93493,7573,94268,4951,107751,7583,97588,6587,145159,10260,148928,8771,144814,9702,173223,11050,121702,10627,137064,6231,169755,14098,152125,11717,155105,9404,134373,11361,117224,9993,118836,6727,143363,11614,139191,7992,129797,9359
"재료별 제조제품",비철금속,주석,1720,23240,3299,15226,1608,33853,3218,16882,1627,21729,2158,12222,4220,22552,2742,16626,4661,27167,3549,17270,4650,26292,2389,24582,3221,19771,3145,23508,3817,32641,5813,51916,3569,34660,4888,35277,5124,40291,4597,35986,4572,42343,6867,61390,6278,25915
"재료별 제조제품",비철금속,야금에 사용되는 각종 비철금속 및 서미트,11175,45559,12083,27810,13943,50365,15973,45658,10047,41817,10638,44331,10163,37424,11468,28620,13527,33921,13158,36099,9603,42582,11450,43670,11743,49915,9829,48414,14763,72500,13263,68780,14166,66166,13556,71202,15419,54113,14046,69257,14956,68428,13590,81014,18042,114166
"재료별 제조제품",달리 명시되지 않은 금속제품,소계,831715,703419,902510,470747,919336,725989,763401,672147,622531,658120,727460,666397,825112,664134,712502,608855,863985,634058,828814,664645,871837,675169,999224,768810,861951,696226,768814,605436,949012,819261,926615,780524,902961,758273,1083719,803282,934279,832017,861568,844457,1216856,779002,940288,757370,921217,827441
"재료별 제조제품",달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,114915,139445,113892,55331,120361,150024,119629,80707,115837,125746,147111,74891,128642,91467,103393,86860,119651,72827,103364,110090,92514,80508,118732,115112,107513,104949,95230,51703,141539,133713,125589,74972,155940,79191,282063,89526,106138,99796,119143,145702,403330,114464,102585,69017,119319,88361
"재료별 제조제품",달리 명시되지 않은 금속제품,저장 및 수송용 용기,50225,50284,79197,39224,55479,51120,67870,52383,54238,43476,52085,57027,81100,53933,55790,44168,70988,47843,51416,48380,62143,55933,78578,59431,60935,41752,50720,45345,60704,57789,73845,50282,63813,52889,60904,59565,54340,69315,69677,63303,63248,52576,66355,61451,62962,83320
"재료별 제조제품",달리 명시되지 않은 금속제품,선제품 및 울타리 그릴,45833,23073,48671,14664,45265,24450,36359,26184,30279,21930,33943,21105,41944,20883,35282,20566,41318,26512,44503,22895,42840,26531,48368,27785,43817,22715,37315,21882,48280,28960,45862,32322,45936,30790,53925,40433,51409,36756,46076,34599,58476,33824,50945,37741,51415,32412
"재료별 제조제품",달리 명시되지 않은 금속제품,철강동 또는 알루미늄제의 못나사너트볼트리베트 및 유사제품,76172,47086,80221,27965,87413,46197,56449,49182,42586,47051,50274,45346,71459,45897,63124,40102,87200,40968,80196,41952,83969,47062,95624,48277,85220,48450,77616,42707,92971,59171,91909,63686,78746,57581,86197,61193,88397,59648,74648,55886,81920,58072,85976,53825,86644,53663
"재료별 제조제품",달리 명시되지 않은 금속제품,수공구 및 기계용공구,175287,61841,215861,46911,201571,62844,172196,59320,139660,60183,139262,64041,145394,58690,134067,50388,154976,56020,171672,59330,195819,60818,229186,68585,156742,61666,141560,57842,167039,75176,168346,71446,150231,71219,174538,75250,172469,72223,144153,73343,184055,66988,166597,70107,164014,76931
"재료별 제조제품",달리 명시되지 않은 금속제품,날붙이,9223,18364,6923,11393,10055,16306,7354,14952,6419,16173,5534,16665,7102,18070,7667,16351,9629,17567,10281,16092,9967,18575,9136,21150,9819,18913,8691,16425,11459,17517,10039,17766,10205,17916,8762,18801,8673,18154,8661,18932,9276,18871,10012,19638,9368,18458
"재료별 제조제품",달리 명시되지 않은 금속제품,달리 명시되지 않은 금속제의 가정용 장비,23371,49482,22550,24011,26641,33563,20758,43811,19562,46878,31722,50237,35955,50507,34979,43362,34191,50544,34715,48406,36584,51820,34031,50795,30099,58018,27012,43678,32354,44436,33682,59530,36352,56205,39318,64231,42176,59458,36716,56203,40388,55582,42734,59401,36023,64693
"재료별 제조제품",달리 명시되지 않은 금속제품,달리 명시되지 않은 비금속제의 제품,336689,313844,335197,251247,372553,341485,282785,345609,213950,296682,267527,337084,313516,324688,278200,307060,346032,321778,332667,317499,348003,333922,385568,377673,367806,339763,330670,325854,394665,402498,377342,410521,361740,392483,378012,394283,410678,416668,362494,396490,376164,378626,415084,386190,391471,409603
"기계 및 운수장비",소계,소계,24293279,12780824,22409994,11735302,26482180,14852640,20209580,13981593,20209059,14017903,22447676,14079158,24384962,14969265,22045569,14077781,27748720,15138358,26501794,15117269,26450353,15756023,29959900,17078637,28435836,16511742,24866023,14153626,29852966,17613328,27887439,18131678,27477502,17026255,30468233,17322806,30628974,17935491,28877768,16834500,30186800,16460070,29938349,17096009,33967632,18875674
"기계 및 운수장비",원동기기 및 설비,소계,688224,655344,775952,459415,783262,574528,616939,695925,519742,555853,727217,514242,708499,573274,679838,577445,795117,650719,716761,707464,732612,672422,849473,745778,711102,597380,653607,606626,759356,813029,796375,728148,736526,768526,756230,572017,846022,715365,713937,713361,714336,760358,835601,764310,743145,850182
"기계 및 운수장비",원동기기 및 설비,증기발생보일러 및 보일러실 장치,42517,6264,44307,5637,27231,9731,47406,6700,53816,4226,44057,7291,27592,6495,35362,6958,28231,9831,33988,15124,31688,6946,17211,9823,24409,8154,7830,6188,22583,9668,25532,11165,20225,10451,6921,7192,21273,8775,58366,7231,21618,5386,32116,5697,16802,10494
"기계 및 운수장비",원동기기 및 설비,증기터어빈 및 달리 명시되지 않은 동부분품,5576,2263,2062,16521,7271,9482,3337,9184,2718,10566,3763,12191,3446,18882,1554,13716,1399,1968,1484,10545,1306,5005,13525,15315,1814,6228,2912,6226,2521,31355,700,7244,1712,24057,1655,1849,27894,7517,2740,2335,8490,3196,3871,3358,1892,10074
"기계 및 운수장비",원동기기 및 설비,달리 명시되지 않은 내연 피스톤기관 및 동부분품,391904,168372,457445,155441,448433,188720,324867,183937,257952,149608,306093,155983,385149,176479,333789,163516,446429,157360,384096,158965,405938,165271,488807,191215,387360,158723,382506,156165,435936,218856,479439,187496,427712,194930,450664,176016,466165,190749,358390,176088,444462,163078,435684,173873,399632,180361
"기계 및 운수장비",원동기기 및 설비,기관 및 모터비전기식:달리 명시되지 않은 기관,54749,200942,30852,98596,84072,94458,63429,212273,56028,156555,162303,110557,84303,136199,92280,121037,54811,183701,74218,193607,47637,78195,47074,193831,57808,133171,28212,90974,45629,227941,48630,143446,23358,175543,64543,122492,59813,113890,41142,130925,19537,155959,78799,142892,63504,88527
"기계 및 운수장비",원동기기 및 설비,달리 명시되지 않은 회전전기장치 및 그 부분품,129279,243428,140791,156030,143228,236814,107755,246970,86489,206814,116021,192858,152627,202393,139430,241286,169249,257614,162743,299834,174726,375483,198106,298596,159967,257506,152028,312548,168267,281061,159605,334618,176725,328018,159260,221506,189745,349283,139312,360320,155195,393362,174697,395392,154887,518077
"기계 및 운수장비",원동기기 및 설비,달리 명시되지 않은 기타 동력발생기계 및 부분품,64200,34075,100495,27190,73027,35323,70144,36861,62739,28084,94980,35363,55381,32826,77422,30931,94998,40244,60232,29388,71316,41522,84751,36999,79743,33598,80119,34524,84421,44149,82470,44178,86793,35528,73188,42963,81132,45152,113988,36462,65034,39377,110434,43096,106428,42650
"기계 및 운수장비",특수산업용 기계,소계,1897368,1125868,1661187,1467117,1928166,2214331,1875943,1687065,1652368,2087833,1735988,2238644,1780146,2253885,1582355,1600605,1770709,1618807,1741033,1457856,1818219,1803230,1999176,2519112,1838763,2881867,1964124,2156216,2389403,2901406,2276477,3169987,2113045,2471922,2267656,2502426,2073672,2701937,2005916,1941590,2038188,1847951,1993195,1797351,2302838,2208469
"기계 및 운수장비",특수산업용 기계,농업용 기계 및 그 부분품,8885,19537,6592,33109,8578,35948,9067,37971,5682,28442,7210,27025,8589,39598,6383,33655,8994,40954,6624,17143,8982,17619,12934,22231,8430,21089,9159,31353,10483,43421,8182,41672,9190,29580,10214,38171,9142,34589,8295,36317,9166,36446,9298,24066,10883,16944
"기계 및 운수장비",특수산업용 기계,트랙터,51429,21848,55270,14131,53384,14845,45169,18372,39717,4706,50101,9652,56443,5203,45633,5619,65204,20861,61762,11567,56064,8942,77674,14973,80661,10716,77232,16527,82549,29147,80167,21006,73755,10870,82515,14999,84696,8393,65566,5839,72951,14242,90634,8539,101786,11218
"기계 및 운수장비",특수산업용 기계,토목공사용 장치,400615,53474,446590,47647,445159,60303,348822,58880,263249,48115,291679,53319,320152,52998,259447,44803,364962,46923,363896,61101,393458,57834,423967,54415,468011,66275,442242,71021,533052,85074,520117,88129,492635,82829,536070,102788,493988,81028,398131,73897,444192,75893,499393,74264,546256,82516
"기계 및 운수장비",특수산업용 기계,섬유 및 가죽용 기계류 및 달리 명시되지 않은 동부분품,137735,74121,126670,51857,146122,67232,87006,73407,81952,110954,142736,215040,170485,280082,145444,210563,169279,185637,176516,138065,166563,120970,174034,106928,157896,95694,157012,92429,178990,85585,195783,105174,199535,92471,235947,104642,241336,89030,185941,74783,224581,85619,230328,81431,211634,84700
"기계 및 운수장비",특수산업용 기계,종이제조 및 펄프제조기계,12413,12800,11566,8796,12446,13194,10725,13025,10136,11425,12823,13152,20870,9272,10863,15940,24576,18270,9723,20926,11828,17825,13847,18308,8993,11857,9447,14381,10330,14546,11341,15789,10130,12107,13691,32030,12263,25615,12204,18813,8525,21544,12491,16131,13523,11353
"기계 및 운수장비",특수산업용 기계,인쇄 및 제본용기계 및 그들의 부분품,9449,20913,5502,9848,7009,11959,7232,26334,11604,12429,5773,13190,6032,8821,3437,9756,8211,9791,4098,7557,7279,18702,7131,26416,8658,11583,8603,10977,8702,15383,8043,14223,8801,19860,5511,23155,10568,26521,13103,17138,6457,19891,4993,23241,10386,25846
"기계 및 운수장비",특수산업용 기계,식품가공기계(가정용 제외),5411,16678,8455,12131,5391,16021,4321,9190,7502,10473,4920,15457,7554,18091,4324,13609,6663,27070,7605,13880,4891,22692,5294,10841,4967,6843,7957,8836,6690,16343,4452,16852,4780,7495,18525,23874,12597,15968,6619,13660,5810,13534,4433,11714,5425,19549
"기계 및 운수장비",특수산업용 기계,특수산업용 기타 기계기구 및 달리 명시되지 않은 동부분품,1271431,906496,1000543,1289597,1250076,1994828,1363600,1449885,1232525,1861289,1220747,1891807,1190021,1839820,1106822,1266660,1122820,1269301,1110809,1187617,1169154,1538646,1284295,2265001,1101148,2657811,1252472,1910692,1558607,2611907,1448393,2867143,1314220,2216709,1365183,2162766,1209083,2420794,1316057,1701144,1266506,1580782,1141623,1557965,1402944,1956344
"기계 및 운수장비",금속공작용 기계,소계,262804,110384,216244,115470,267632,139152,270488,119077,234590,112539,194630,142496,220493,132324,172908,138220,230209,164986,237861,109796,262835,126698,278994,122871,220275,133947,220181,92385,292328,145558,272572,124482,265625,130840,307934,174548,309029,147966,292980,166429,305155,139341,280021,146598,280194,136279
"기계 및 운수장비",금속공작용 기계,금속 또는 기타재료의 절삭방식에 의한 가공공작기계,111078,61713,110877,47138,136329,72832,110826,63835,84706,63556,97965,61966,103970,61536,91649,59565,127783,62913,113109,46594,121076,61549,116758,60988,93536,74740,115376,42935,140935,71975,145878,66272,144372,72377,155225,96593,135430,86152,162636,94702,145153,73739,137590,83078,145615,62859
"기계 및 운수장비",금속공작용 기계,금속소결한 금속탄화물 또는 서어미트의 가공기계,57510,10414,31912,15136,52092,17658,34716,11221,41910,13319,27376,14197,38842,15092,15785,21575,20197,18804,27890,14763,43219,13235,65736,16798,29410,16211,22883,8533,32055,14034,45845,16405,29911,14315,43615,15539,56429,17592,40406,20477,65740,11482,24431,17518,43066,28290
"기계 및 운수장비",금속공작용 기계,731항 및 733항의 기계 전용 또는 주로 사용되는 부분품,24031,9754,26951,9930,29156,11105,33246,12626,37128,9373,15214,11840,19356,10111,14759,11185,32183,9192,22210,10285,22679,9076,31407,10767,21885,8256,21669,9372,30122,11592,24876,12973,26739,12304,22104,10898,22034,13424,24572,11560,22040,10909,25059,9836,31059,13203
"기계 및 운수장비",금속공작용 기계,금속공작기계달리 명시되지 않은 동 부분품,70185,28504,46505,43266,50055,37557,91700,31395,70845,26291,54075,54494,58325,45585,50714,45896,50046,74077,74652,38154,75861,42838,65093,34318,75444,34739,60253,31545,89216,47958,55973,28833,64603,31844,86990,51518,95136,30798,65366,39690,72223,43212,92942,36166,60454,31928
"기계 및 운수장비",산업용 일반기계 및 장비,소계,1943370,1220834,1851747,956205,1980843,1318628,1521603,1280754,1551875,1295221,1857193,1416976,1617241,1384585,1307054,1184955,1727322,1197052,1608386,1220930,1796851,1293239,2037952,1388621,1642071,1235541,1622993,1197961,1942281,1473220,1759489,1513052,1756455,1486367,1876218,1630486,1789558,1549484,1474657,1356432,1677122,1377343,1654173,1401445,1821958,1454258
"기계 및 운수장비",산업용 일반기계 및 장비,가열 및 냉각장치달리 명시되지 않은 동 부분품,676754,167821,559971,120820,570903,227257,329396,184412,505294,216556,685802,265904,339592,257175,301042,162928,371943,155291,346059,182571,370390,166845,425499,177875,347327,163425,323504,181870,420727,198611,345704,215939,411597,253319,399827,282299,418826,271185,305089,203948,361971,174895,349233,182009,458922,197710
"기계 및 운수장비",산업용 일반기계 및 장비,액체펌프와 액체엘리베이터,100869,114729,104356,96661,118638,130182,89643,129739,71264,123914,84498,138456,113138,117601,81831,114376,122561,104827,105429,123920,106643,114631,146665,123715,104643,105922,109025,97824,140911,132087,114712,133985,118377,123951,122688,137548,117083,126196,91365,111715,110343,131559,122947,140979,104115,130091
"기계 및 운수장비",산업용 일반기계 및 장비,액체용 이외의 펌프공기 또는 개스입축기 및 선풍기,399073,335908,389729,263689,472792,345614,337195,348710,294275,390625,349375,397049,422359,412056,343824,331163,477927,357619,420102,318239,437237,382807,488638,423736,418255,308527,446399,305915,507428,412902,487573,414821,434903,412408,468748,430368,483593,422589,397727,342758,443288,346083,399062,339919,462950,325709
"기계 및 운수장비",산업용 일반기계 및 장비,기계식 취급장치 및 달리 명시되지 않은 동 부분품,193110,108149,195756,77235,199143,105206,187976,116926,193839,93579,173415,100940,170175,108098,128022,132847,166124,112406,162037,135325,182704,122451,202136,113877,165806,127076,175156,105146,214074,142533,194479,178378,200515,135087,227891,180699,187078,155170,192002,174562,204478,181367,241026,168252,235589,220457
"기계 및 운수장비",산업용 일반기계 및 장비,기타 비전기식 기계기기 및 장치,44375,75732,66666,67852,56335,89218,65515,96496,63398,80470,84808,94522,92546,100306,65092,83368,82720,72534,72919,72368,85188,79664,87686,92836,51479,113756,64053,83786,84107,79653,81740,90308,71030,92779,104871,92055,56888,88870,54683,81245,68815,82611,79656,80994,61785,84079
"기계 및 운수장비",산업용 일반기계 및 장비,보올 베어링 또는 로울러 베어링,71152,79982,69853,65277,76857,78002,57808,78254,38498,69307,42805,74787,59994,64081,51555,55971,80592,65082,74991,69216,82085,83556,93336,83635,83964,76673,77229,74441,93115,97196,86712,90959,82602,83490,79914,96853,83905,89830,66399,83181,73643,86924,72159,92768,77004,90753
"기계 및 운수장비",산업용 일반기계 및 장비,파이프.보일러의 동체.탱크.배트 등에 사용하는 탭,155918,207003,155762,160657,175704,198723,170313,199408,160332,189609,206734,214632,175026,192596,137110,183300,166275,199097,162062,191317,171769,197365,187736,217202,169169,201751,150363,207913,195827,232451,169889,232684,160645,233618,174435,240892,169745,227563,144745,212527,154317,216332,155158,234605,162602,242000
"기계 및 운수장비",산업용 일반기계 및 장비,전동축,125225,89992,127297,67884,134005,102248,103670,86196,80371,94329,84380,92597,110486,87668,93793,87191,122069,92848,126787,87540,139523,99203,169689,109597,138555,100052,123490,96431,151280,127467,132034,113768,126705,105837,126578,119588,130604,117741,99711,99834,118218,109243,111912,115209,121798,117193
"기계 및 운수장비",산업용 일반기계 및 장비,달리 명시되지 않은 비전기식 기계류의 부분품 및 부속품,176893,41517,182357,36129,176466,42179,180085,40613,144604,36833,145375,38090,133925,45003,104785,33812,137112,37348,137999,40434,221312,46718,236567,46148,162872,38359,153773,44636,134811,50319,146646,42210,150079,45878,171267,50184,141837,50339,122937,46662,142048,48330,123019,46710,137195,46265
"기계 및 운수장비",사무용 기계 및 자동자료 처리장치,소계,896353,1225937,992245,832443,1365157,1176760,1368254,1136311,1352734,1107704,1473229,1061312,1096011,1137968,1055069,1158166,1511360,1248891,1079308,1198465,1129213,1252674,1475659,1365174,1144930,1586274,993106,1167602,1203980,1489090,1306831,1286470,1268319,1314783,1526768,1188904,1571867,1346012,1491146,1194934,1532435,1376441,1403956,1165689,1585653,1312971
"기계 및 운수장비",사무용 기계 및 자동자료 처리장치,사무용기계,73399,104871,67812,70370,84313,109104,81684,98741,57761,88354,64116,100373,68141,96782,64558,83300,77658,94712,65591,83754,74530,90559,82285,109254,71936,108486,75407,103946,92094,114936,88072,111171,92747,107591,110746,97468,95335,103121,87614,106702,86955,100255,80789,94699,84878,101867
"기계 및 운수장비",사무용 기계 및 자동자료 처리장치,자동자료처리기계,39317,682510,46260,381882,59495,650919,37466,700632,40370,654119,57096,591857,57452,575312,73789,560155,56878,623194,49555,647921,57555,708319,77573,798079,46593,1017005,43895,713927,54178,969032,77888,807007,55601,864106,56833,701414,56072,721939,53359,786197,82877,790520,55227,699064,66889,771484
"기계 및 운수장비",사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,783637,438557,878174,380192,1221348,416737,1249104,336938,1254603,365230,1352017,369083,970418,465874,916722,514710,1376824,530985,964162,466790,997128,453797,1315800,457842,1026400,460783,873804,349729,1057708,405122,1140872,368293,1119970,343086,1359190,390023,1420460,520952,1350174,302035,1362603,485667,1267941,371926,1433886,439620
"기계 및 운수장비",통신 및 녹음기기,소계,2064767,1711577,2089179,1217845,2425689,1772152,1606130,1695936,1726798,1674939,2122139,1587027,2203587,1757650,2174923,1458211,2808132,1520189,2988131,1828527,3117309,2061355,3289601,1942040,2899970,2091166,2334902,1496470,2499228,1771369,2691645,1927485,2539346,1644889,2564671,1462226,2800028,1719146,3106952,1803330,3412818,1701182,3369826,2557781,3643211,2218236
"기계 및 운수장비",통신 및 녹음기기,텔레비젼 수상기,113229,170983,99133,79866,114665,149521,71977,169625,51801,159633,68780,146466,69412,140848,50455,139462,52010,135332,55904,159350,48067,172900,51093,212466,43167,235036,46971,188781,54261,218500,52014,221492,53783,215067,62875,199908,71691,178009,55929,199075,74766,222993,71897,219570,74517,270048
"기계 및 운수장비",통신 및 녹음기기,라디오방송용 수신기기,27565,12427,33466,5448,34121,11482,15342,11394,7506,10535,11420,8700,21197,10922,21658,11626,25528,9572,34026,11221,33148,7419,31969,7609,28693,7673,24914,4801,24602,5550,17940,7743,26281,6323,33823,7882,38002,5820,26550,6986,27860,6478,32587,6674,30027,6894
"기계 및 운수장비",통신 및 녹음기기,녹음기와 음성 재생기,13090,7855,14832,3717,12701,8794,9052,10577,7986,8676,9720,7851,10793,12432,9352,6700,14130,6687,12418,8896,10585,9600,14264,11539,12550,9620,15209,8644,17248,8872,14084,12095,13390,7437,12742,12073,15379,9955,12388,10664,14100,10210,12630,10324,14834,11201
"기계 및 운수장비",통신 및 녹음기기,달리 명시되지 않은 통신장비,1910882,1520313,1941748,1128815,2264202,1602354,1509759,1504339,1659505,1496094,2032219,1424010,2102185,1593448,2093458,1300424,2716464,1368598,2885784,1649060,3025509,1871435,3192274,1710425,2815560,1838838,2247808,1294244,2403117,1538447,2607607,1686155,2445893,1416063,2455231,1242363,2674956,1525362,3012085,1586605,3296092,1461501,3252712,2321213,3523834,1930093
"기계 및 운수장비",전기기계장치와 기기,소계,9123635,5296348,9248693,4984915,10629775,5818071,8517350,5272013,9196771,5501948,9607543,5473082,9983006,6200878,10152847,5909840,11620033,6165254,10981534,6521065,10944099,6430361,11709094,6557560,10875124,6395301,10500562,5808096,12032462,6855610,11563535,6833552,12277301,6816229,13412932,7008009,13306036,7361189,13653172,7573243,14186553,7541297,13358466,7602905,14194881,8486844
"기계 및 운수장비",전기기계장치와 기기,달리 명시되지 않은 전력기기 및 부분품,144437,226488,164705,151198,195881,202798,158088,196577,147499,204618,168366,221486,193449,224352,163919,217925,192850,219907,175374,215573,200308,226207,256335,233850,184898,242363,190115,207213,230810,242793,217745,261627,197909,250072,219966,260452,228835,246931,206950,265596,171089,258860,172259,267668,204206,286129
"기계 및 운수장비",전기기계장치와 기기,전기회로의 개폐용보호용접속용기기,920109,576701,890207,485281,991470,648759,810550,583850,724441,562599,808095,593126,1001400,616647,921300,624728,1050451,636914,1010828,652836,1026698,657066,1076615,722246,1066011,674406,922942,607966,1081649,774989,1001175,735131,970789,722328,1070406,739363,1150669,740955,1055898,751460,1053050,725462,1072635,750413,1097881,798980
"기계 및 운수장비",전기기계장치와 기기,달리 명시되지 않은 배전용 장비,248736,256502,251469,179512,329474,295741,257802,251003,185619,235477,234705,250243,248667,283960,216726,248910,288188,302222,270667,292960,301184,314536,345342,318870,263925,299062,260174,253801,310509,341580,306220,335837,286871,320562,303832,320458,345582,334450,282302,304176,286868,297355,319214,289955,322450,315743
"기계 및 운수장비",전기기계장치와 기기,전기식 진단용 기기,109450,67952,104776,89256,132316,103147,117286,102141,111196,83713,121559,77264,115729,80446,94970,69491,128042,74969,137847,92702,148999,107377,157606,92211,124432,81855,135487,75529,153706,96397,137786,84335,143067,64356,157468,85345,152742,85125,122206,84095,163537,85209,161613,94330,169627,87687
"기계 및 운수장비",전기기계장치와 기기,달리 명시되지 않은 가정용 전기 및 비전기장비,177766,232570,180328,143595,236694,187606,187140,228478,187384,261693,241155,268717,294379,273972,286451,245582,370226,265301,337354,288662,313970,291549,306065,293866,283639,259487,267961,261793,344980,272892,347331,313705,373460,298043,373120,292456,416029,274961,346281,268005,367014,274659,444471,279409,444456,329511
"기계 및 운수장비",전기기계장치와 기기,열전자관냉음극관 및 광전과,6553127,3344281,6662998,3495546,7665393,3745674,6066581,3297604,6972807,3541406,7072898,3435564,7077829,4056846,7444674,3887690,8303121,3972329,7852702,4289946,7760669,4156074,8310993,4177339,7809171,4134809,7614446,3768017,8581341,4313605,8306512,4314005,9069240,4368712,9942949,4439475,9698581,4840012,10466707,4981293,10931430,4985405,10036987,5046596,10734734,5673195
"기계 및 운수장비",전기기계장치와 기기,달리 명시되지 않은 전기기계 및 장치,970010,591855,994210,440528,1078548,634346,919903,612360,867825,612442,960765,626682,1051552,664654,1024808,615514,1287154,693612,1196763,688386,1192271,677552,1256137,719178,1143048,703319,1109438,633776,1329467,813353,1246766,788912,1235966,792155,1345191,870460,1313598,838755,1172826,918617,1213565,914348,1151287,874534,1221527,995600
"기계 및 운수장비",도로 주행 차량,소계,4354317,1049005,3946366,1152549,5493265,1547993,3266476,1646327,2368351,1418631,3321287,1270259,4939395,1135930,3716979,1480412,5463862,1638954,5541280,1695217,5590227,1947533,5449062,2149915,5532647,1321103,5067182,1345264,6279928,1943422,5893297,1942881,5056148,2111752,5723807,1923025,5830322,1813721,4398835,1591289,5146708,1414091,5381253,1383919,5720974,1541102
"기계 및 운수장비",도로 주행 차량,승용자동차 및 기타의 차량,2672693,529210,2276355,795334,3662003,1056644,2268579,1123122,1730321,1001801,2374807,825018,3519795,589698,2459444,1004566,3598873,1079115,3850403,1113604,3801074,1396304,3419613,1546775,3815588,791941,3373576,854315,4201059,1252744,3975324,1286294,3322253,1498909,3846205,1287107,3888594,1159429,2863933,990256,3396000,846360,3655314,882684,3926793,983966
"기계 및 운수장비",도로 주행 차량,화물자동차 및 특수목적차량,127202,75442,80397,26646,98684,46824,84611,64456,38970,29490,73950,20901,93265,39862,93988,36197,153151,44937,137373,65688,151373,63510,155134,62055,141913,42182,116088,44363,134521,81289,137879,68017,139530,63827,141520,56171,165501,94857,129369,82351,123399,63596,124652,33068,132424,69626
